Work Program Group,Work Program,Unit,Fiscal Year,"Bank Budget (BB) (US$, Millions)","All Funds (US$, Millions)",External Budget,Percentage of External Budget,Funding Source Evaluation,Work Program Group Abbreviation,Work Program Abbreviation
"Institutional, Governance and Administrative Services",Institutional Services,Operational Policy & Country Services,2019,57.9,58.4,0.5,0.8635578583765112,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Strategy, Performance, and Adminstration",2019,10.5,13.7,3.1999999999999993,30.476190476190467,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Treasury,2019,35.5,89.3,53.8,151.54929577464787,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,WBG Finance & Accounting,2019,46.2,53.3,7.099999999999994,15.367965367965356,Ideal,IGAS,IS
Operational Grant Making Facilities,Operational Grant Making Facilities,Consultative Group for International Agricultural Research,2019,30.0,30.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Development Grant Facility,2019,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Global Partnership for Social Accountability,2019,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Institutional Development Fund,2019,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,State and Peace Building Fund,2019,5.0,5.0,0.0,0.0,Ideal,OGMF,OGMF
Program and Practice Management,Practice Groups Program & Practice Management,"Equitable Growth, Finance and Institutions",2019,79.8,92.4,12.600000000000009,15.789473684210536,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Practice,2019,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Themes,2019,17.9,19.1,1.2000000000000028,6.703910614525157,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Human Development,2019,40.4,46.1,5.700000000000003,14.108910891089115,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Infrastructure,2019,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Other Operational Support,2019,64.4,64.4,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Sustainable Development,2019,105.4,167.5,62.099999999999994,58.91840607210626,Not Ideal,PPM,PGPPM
Program and Practice Management,Regions Program & Practice Management,Africa,2019,122.9,126.6,3.6999999999999886,3.010577705451577,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,East Asia & Pacific,2019,61.3,65.0,3.700000000000003,6.0358890701468235,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Europe & Central Asia,2019,55.1,56.1,1.0,1.8148820326678767,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Latin America & Caribbean,2019,56.6,57.6,1.0,1.76678445229682,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Middle East & North Africa,2019,36.2,37.7,1.5,4.143646408839778,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,South Asia,2019,54.9,57.2,2.3000000000000043,4.189435336976328,Ideal,PPM,RPPM
"Institutional, Governance and Administrative Services",Administrative Services,People and Culture,2020,56.7,84.3,27.599999999999994,48.67724867724866,Ideal,IGAS,AS
Client Engagement,Country Engagement,Africa,2020,317.0,586.1,269.1,84.88958990536278,Not Ideal,CE,CE
Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,2020,102.3,102.9,0.6000000000000085,0.5865102639296271,Ideal,CMAMP,CMAMP
Client Engagement,Country Engagement,East Asia & Pacific,2020,115.1,283.8,168.70000000000002,146.56820156385754,Not Ideal,CE,CE
Client Engagement,Country Engagement,Europe & Central Asia,2020,94.1,226.0,131.9,140.1700318809777,Not Ideal,CE,CE
Client Engagement,Country Engagement,Latin America & Caribbean,2020,104.7,184.6,79.89999999999999,76.31327602674305,Not Ideal,CE,CE
Client Engagement,Country Engagement,Middle East & North Africa,2020,67.0,197.6,130.6,194.92537313432834,Not Ideal,CE,CE
Client Engagement,Country Engagement,Other Operational Units' Allocations,2020,19.9,19.9,0.0,0.0,Ideal,CE,CE
Client Engagement,Country Engagement,South Asia,2020,140.2,267.9,127.69999999999999,91.08416547788873,Not Ideal,CE,CE
Client Engagement,Global Engagement,Global Engagement,2020,99.8,340.8,241.0,241.4829659318637,Not Ideal,CE,GE
"Institutional, Governance and Administrative Services",Administrative Services,Global Corporate Solutions,2020,154.9,194.3,39.400000000000006,25.43576500968367,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,Health and Safety Directorate,2020,7.3,9.7,2.3999999999999995,32.87671232876711,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,Information & Technology Solutions,2020,249.9,307.1,57.20000000000002,22.889155662264912,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Governance Services,Administrative Tribunal,2020,1.9,2.5,0.6000000000000001,31.578947368421055,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Board,2020,96.6,96.6,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Internal Justice Services,2020,4.6,6.2,1.6000000000000005,34.782608695652186,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Corporate Secretariat,2020,15.7,17.1,1.4000000000000021,8.917197452229313,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Group Internal Audit,2020,8.8,11.9,3.0999999999999996,35.22727272727272,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Independent Evaluation Group,2020,30.2,39.2,9.000000000000004,29.80132450331127,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Accountability Mechanism,2020,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Integrity Vice Presidency,2020,21.4,22.0,0.6000000000000014,2.8037383177570163,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Managing Directors,2020,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Ethics and Business Conduct,2020,6.4,8.8,2.4000000000000004,37.50000000000001,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Senior Vice President Mahmoud Mohieldin,2020,5.7,5.9,0.20000000000000018,3.5087719298245648,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Suspension & Debarment,2020,1.8,1.8,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,"Office of the Managing Director, Operations",2020,4.2,4.2,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Administrative Officer,2020,2.9,2.9,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Financial Officer,2020,2.9,2.9,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the President,2020,5.5,5.5,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Sanctions Board,2020,1.8,1.8,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Strategic Initiatives Unit,2020,1.0,1.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Institutional Services,"Budget, Performance & Strategy",2020,77.6,77.6,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Chief Risk Office,2020,17.8,18.5,0.6999999999999993,3.932584269662917,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,CMP-Data Privacy Office,2020,1.4,1.4,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Economics,2020,54.7,104.5,49.8,91.04204753199268,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Finance,2020,25.3,33.8,8.499999999999996,33.59683794466402,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,External & Corporate Relations,2020,53.5,57.6,4.100000000000001,7.663551401869162,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Financing for Development,2020,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Global Environment Fund,2020,0.0,36.6,36.6,inf,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,International Centre for Settlement of Investment Disputes,2020,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Leadership, Learning & Innovation",2020,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Legal Services,2020,38.5,40.6,2.1000000000000014,5.454545454545459,Ideal,IGAS,IS
